Part Number,brand,Model,Rank,Benchmark,Samples,Title,Price,Image URL,Frequency,Cores,Socket,Unlocked Multiplier
,,Ryzen 7 3700U,842,49.4,23686,,,,,,,
,,Core i5-5250U,843,49.4,4386,,,,,,,
,,Core i5-4310U,844,49.4,14648,,,,,,,
BX80646G1820,Intel,Celeron G1820,845,49.2,4011,"Procesor Intel Celeron G1820, 2.7 GHz, 2 MB, OEM (CM8064601483405 930400)","171,47 zł",https://images.morele.net/i256/4092216_1_i256.jpg,2.7 GHz,2 rdzenie,Socket 1150,Nie
,,Core2 Quad Q9450,846,49.2,5335,,,,,,,
,,Core i7-4600U,847,49.1,26548,,,,,,,
,,A8-5600K APU,848,49.1,14744,,,,,,,
,,Pentium 3550M,849,49.1,685,,,,,,,
,,Phenom II X4 940,850,49.0,3675,,,,,,,
,,Core i5-3437U,851,49.0,3817,,,,,,,
,,Xeon E5440,852,49.0,3689,,,,,,,
,,Core2 Quad Q9550,853,48.9,34093,,,,,,,
,,Pentium G2020,854,48.9,15664,,,,,,,
,,Ryzen 5 2500U,855,48.9,61910,,,,,,,
,,Core i3-2370M,856,48.9,10169,,,,,,,
,,Core i5-2450M,857,48.9,51836,,,,,,,
,,Pentium G2030,858,48.9,18277,,,,,,,
,,Xeon W3503,859,48.8,1688,,,,,,,
,,Athlon II X4 740K,860,48.8,4318,,,,,,,
,,Core i3-2348M,861,48.8,5289,,,,,,,
,,Core i5 660,862,48.7,5902,,,,,,,
,,Core i5-3427U,863,48.7,4182,,,,,,,
AW8063801208001,,Core i5-3230M,864,48.7,61311,,,,,,,
FJ8067702739932,,Pentium 4415U,865,48.7,6525,,,,,,,
,,Celeron G1610,866,48.6,5236,,,,,,,
,,Core i5-8200Y,867,48.6,154,,,,,,,
BX80646G1840,,Celeron G1840,868,48.6,7524,,,,,,,
,,Core i5-8210Y,869,48.5,352,,,,,,,
,,Pentium 4417U,870,48.5,2782,,,,,,,
,,Pentium G640,871,48.3,3040,,,,,,,
AD5700OKHJBOX,,A10-5700 APU (2012 D.Tr),872,48.3,6606,,,,,,,
BX80646G3220,,Pentium G3220,873,48.3,19337,,,,,,,
BX80677G3930,,Celeron G3930,874,48.2,9606,,,,,,,
,,Core i3-3110M,875,48.2,34445,,,,,,,
,,Ryzen 5 3500U,876,48.1,78189,,,,,,,
,,Phenom II X3 720,877,48.1,2612,,,,,,,
,,Core i7-7500U,878,48.1,139101,,,,,,,
,,Xeon E5430,879,48.0,1961,,,,,,,
FJ8066201930905,,Pentium 4405U,880,48.0,3663,,,,,,,
,,Core i5-3320M,881,48.0,30496,,,,,,,
,,Phenom II X2 565,882,48.0,383,,,,,,,
,,Athlon II X4 641,883,47.9,1109,,,,,,,
AD5500OKHJBOX,,A8-5500 APU,884,47.9,10478,,,,,,,
,,Core i5-2410M,885,47.9,46742,,,,,,,
,,Core2 Quad Q9500,886,47.9,5111,,,,,,,
AW8063801032301,,Core i5-3210M,887,47.8,79744,,,,,,,
,,Core i3-5015U,888,47.8,3979,,,,,,,
,,Core i3-5010U,889,47.7,11105,,,,,,,
,,Xeon E5462,890,47.6,662,,,,,,,
,,Celeron G550,891,47.6,1902,,,,,,,
,,Core i5-2520M,892,47.6,45308,,,,,,,
FJ8067703282227,,Core i3-8130U,893,47.6,25471,,,,,,,
,,Core i3-2328M,894,47.5,7778,,,,,,,
BX80662G4400,,Pentium G4400,895,47.5,36432,,,,,,,
,,Core m3-8100Y,896,47.4,1387,,,,,,,
,,A8-7670K APU (2014 D.Ka),897,47.4,1733,,,,,,,
,,Phenom II X4 840,898,47.3,5147,,,,,,,
,,Pentium G630,899,47.3,12397,,,,,,,
,,Core i5-3317U,900,47.2,26848,,,,,,,
,,Phenom II X3 710,901,47.2,965,,,,,,,
,,Core i5-7Y54,902,47.2,1509,,,,,,,
,,Core i5-3337U,903,47.2,33616,,,,,,,
,,Core i7-4510U,904,47.1,63054,,,,,,,
,,Core i3-2330M,905,47.0,20066,,,,,,,
,,Core i3 550,906,47.0,19058,,,,,,,
,,Core i3-2350M,907,47.0,24896,,,,,,,
,,Core m3-7Y32,908,47.0,57,,,,,,,
,,Core2 Quad Q9505,909,47.0,2124,,,,,,,
AD789KXDJCHBX,,A10-7890K APU (2014 D.Ka),910,47.0,6638,,,,,,,
,,Core i3-10110U,911,46.9,11481,,,,,,,
,,Xeon E5-2660 v2,912,46.9,32,,,,,,,
,,Celeron G540,913,46.9,1658,,,,,,,
,,Xeon L5420,914,46.7,1165,,,,,,,
,,A10-6700T APU (2013 D.Ri),915,46.7,84,,,,,,,
,,Pentium 2020M,916,46.7,9778,,,,,,,
,,A8-3870 APU,917,46.7,6332,,,,,,,
,,Core2 Extreme Q6850,918,46.7,1078,,,,,,,
,,Core M-5Y10,919,46.5,478,,,,,,,
,,Phenom 9950,920,46.5,2150,,,,,,,
,,Phenom II X2 560,921,46.5,1794,,,,,,,
,,Core i3-2310M,922,46.5,25542,,,,,,,
,,Core m3-7Y30,923,46.4,4585,,,,,,,
,,Athlon II X4 631,924,46.4,1364,,,,,,,
,,Pentium G620,925,46.4,12899,,,,,,,
,,Core i5 650,926,46.3,42063,,,,,,,
,,Athlon II X3 460,927,46.3,1087,,,,,,,
AD870KXBJCSBX,,Athlon II X4 870K,928,46.2,2094,,,,,,,
,,Core i7-5500U,929,46.2,73655,,,,,,,
,,Core2 Extreme Q9300,930,46.1,660,,,,,,,
,,Core2 Quad Q9400,931,46.1,24176,,,,,,,
,,Pentium B980,932,46.1,3640,,,,,,,
AD880KXBJCSBX,,Athlon X4 880K,933,46.1,8721,,,,,,,
,,A8-3850 APU,934,46.0,3108,,,,,,,
,,A6-3670 APU,935,46.0,2400,,,,,,,
,,Athlon II X4 645,936,46.0,5346,,,,,,,
,,Core M-5Y70,937,46.0,792,,,,,,,
,,Phenom 9850,938,45.9,2080,,,,,,,
,,Core i3 540,939,45.9,24563,,,,,,,
,,Celeron G530,940,45.9,3833,,,,,,,
AD787KXDJCBOX,,A10-7870K APU (2014 D.Ka),941,45.8,9821,,,,,,,
,,Phenom II X2 550,942,45.8,3836,,,,,,,
,,Core i7-6500U,943,45.6,102213,,,,,,,
,,Pentium B970,944,45.6,2956,,,,,,,
,,Core i3 530,945,45.6,16724,,,,,,,
,,Core2 Quad Q9300,946,45.5,10428,,,,,,,
,,Core i5-7200U,947,45.4,205332,,,,,,,
AD860KXBJASBX,,Athlon II X4 860K,948,45.4,29887,,,,,,,
,,Core i3-3227U,949,45.4,7282,,,,,,,
,,Athlon II X2 265,950,45.4,677,,,,,,,
,,Athlon II X4 635,951,45.3,5306,,,,,,,
,,Core i5-2467M,952,45.3,4235,,,,,,,
,,Phenom II X2 555,953,45.3,4836,,,,,,,
,,Athlon II X3 455,954,45.2,3733,,,,,,,
,,Xeon E5420,955,45.2,1391,,,,,,,
,,Ryzen 3 2200U,956,45.1,15631,,,,,,,
,,Phenom II X2 545,957,45.1,1088,,,,,,,
AD785KXBJABOX,,A10-7850K APU (2014 D.Ka),958,45.1,19875,,,,,,,
,,A8-7500 APU (2014 M.Ka),959,45.0,345,,,,,,,
AD845XACKASBX,,Athlon X4 845,960,45.0,6391,,,,,,,
,,Core M-5Y71,961,45.0,3052,,,,,,,
,,Core i5-7300U,962,45.0,24421,,,,,,,
YM300UC4T2OFG,,Athlon 300U,963,44.9,1541,,,,,,,
,,Athlon II X4 640,964,44.8,18839,,,,,,,
,,Core2 Quad Q8400,965,44.6,18432,,,,,,,
,,Athlon II X4 630,966,44.6,7197,,,,,,,
,,Core i3-4030U,967,44.6,24177,,,,,,,
,,A10-7700K APU (2014 D.Ka),968,44.6,11026,,,,,,,
,,Core i7-6600U,969,44.5,31982,,,,,,,
,,Core m3-6Y30,970,44.4,5480,,,,,,,
,,Core i5-4210Y,971,44.4,596,,,,,,,
,,Pentium 2127U,972,44.4,1397,,,,,,,
,,Phenom 9750,973,44.4,1906,,,,,,,
,,Athlon 64 X2 Dual Core 6400+,974,44.4,870,,,,,,,
,,Core M-5Y10c,975,44.4,3050,,,,,,,
,,FX-770K (2014 D.Ka),976,44.3,1664,,,,,,,
,,A6-3650 APU,977,44.3,2748,,,,,,,
,,Core i5-4300Y,978,44.2,766,,,,,,,
,,Core2 Quad Q6700,979,44.2,6294,,,,,,,
,,A4-6320 APU,980,44.1,580,,,,,,,
,,Celeron 1005M,981,44.1,3385,,,,,,,
,,Pentium 3805U,982,44.1,990,,,,,,,
AD9700AHABBOX,,A10-9700E APU (2016 D.BR),983,44.1,306,,,,,,,
,,Core i5-2537M,984,44.0,490,,,,,,,
AD9800AUABBOX,,A12-9800 APU (2016 M.BR),985,44.0,4241,,,,,,,
,,Core i3-4010U,986,44.0,12162,,,,,,,
,,Pentium B940,987,44.0,3831,,,,,,,
,,Core i3-1005G1,988,43.8,22960,,,,,,,
,,Core2 Quad Q8300,989,43.8,20482,,,,,,,
,,Core2 Duo E8600,990,43.7,6109,,,,,,,
,,Core M-5Y51,991,43.7,484,,,,,,,
AD765KXBJABOX,,A8-7650K APU (2014 D.Ka),992,43.7,15487,,,,,,,
,,Pentium B960,993,43.7,13355,,,,,,,
,,Core i5-4300U,994,43.7,36631,,,,,,,
,,A10-5757M APU,995,43.7,1325,,,,,,,
,,Athlon II X3 450,996,43.6,4468,,,,,,,
,,Core i7-7Y75,997,43.6,2904,,,,,,,
,,Athlon II X4 620,998,43.6,5981,,,,,,,
,,Athlon II X3 445,999,43.6,3101,,,,,,,
,,Core m5-6Y57,1000,43.5,1787,,,,,,,
,,Core i3-6100U,1001,43.4,24116,,,,,,,
AM973PAEY44AB,,A12-9730P APU (2016 M.BR),1002,43.4,366,,,,,,,
,,Core i3-7100U,1003,43.4,37239,,,,,,,
,,Pentium B950,1004,43.3,7305,,,,,,,
,,Core m5-6Y54,1005,43.3,1733,,,,,,,
,,Pentium 2117U,1006,43.2,5157,,,,,,,
,,Celeron 1037U,1007,43.2,2458,,,,,,,
,,Athlon II X3 440,1008,43.1,1929,,,,,,,
,,A8-3800 APU,1009,43.1,1505,,,,,,,
,,Xeon X3220,1010,43.1,790,,,,,,,
,,Core2 Quad Q8200,1011,43.0,19990,,,,,,,
,,Core i7 M 640,1012,43.0,5045,,,,,,,
,,Athlon II X3 435,1013,43.0,1878,,,,,,,
,,Phenom 9650,1014,43.0,2698,,,,,,,
,,Core i3-3217U,1015,43.0,28188,,,,,,,
,,Core i5-4202Y,1016,42.9,683,,,,,,,
AD786KYBJCSBX,,A10-7860K APU (2014 D.Ka),1017,42.9,12658,,,,,,,
,,Core i5 M 580,1018,42.8,1467,,,,,,,
,,Core m7-6Y75,1019,42.8,1933,,,,,,,
,,Phenom 9550,1020,42.7,2773,,,,,,,
,,Core i3-2375M,1021,42.6,1542,,,,,,,
,,Core2 Quad,1022,42.6,5765,,,,,,,
,,Core i3-4012Y,1023,42.6,548,,,,,,,
,,Core i5-4200U,1024,42.6,64450,,,,,,,
,,Athlon II X2 270,1025,42.6,6369,,,,,,,
,,Celeron B830,1026,42.6,3455,,,,,,,
,,A10-4600M APU,1027,42.6,5886,,,,,,,
,,Athlon II X2 260,1028,42.4,5317,,,,,,,
,,Celeron 1000M,1029,42.4,3569,,,,,,,
,,Xeon E3110,1030,42.4,372,,,,,,,
,,Celeron B820,1031,42.3,3353,,,,,,,
AM963PAEY44AB,,A10-9630P APU (2016 M.BR),1032,42.2,573,,,,,,,
,,Core i3-2367M,1033,42.2,2143,,,,,,,
,,Athlon II X3 425,1034,42.1,1367,,,,,,,
,,Core i7 M 620,1035,42.1,9076,,,,,,,
,,Core i3 M 390,1036,42.0,1039,,,,,,,
,,A8-7600 APU (2014 D.Ka),1037,41.9,31243,,,,,,,
AD9700AGABBOX,,A10-9700 APU (2016 M.BR),1038,41.9,11837,,,,,,,
,,Xeon E5405,1039,41.9,719,,,,,,,
,,Core2 Duo E8500,1040,41.9,18841,,,,,,,
,,Athlon II X2 255,1041,41.8,3508,,,,,,,
,,A8-5550M APU,1042,41.7,3681,,,,,,,
,,Core i5-5200U,1043,41.7,107407,,,,,,,
BX80562Q6600,,Core2 Quad Q6600,1044,41.6,59658,,,,,,,
,,Celeron B815,1045,41.6,2620,,,,,,,
,,Core i5-5300U,1046,41.6,29898,,,,,,,
,,Athlon II X2 B24,1047,41.6,2045,,,,,,,
,,Core2 Quad Q9000,1048,41.5,869,,,,,,,
,,Celeron 887,1049,41.5,588,,,,,,,
,,A10-5750M APU,1050,41.5,4247,,,,,,,
,,Core i5 M 560,1051,41.4,10722,,,,,,,
,,Core i5-4210U,1052,41.3,82966,,,,,,,
,,Core2 Extreme X9100,1053,41.3,548,,,,,,,
,,Core i5-6200U,1054,41.3,135462,,,,,,,
,,Core2 Duo E8300,1055,41.3,1428,,,,,,,
,,Core i3-2365M,1056,41.2,2016,,,,,,,
,,Athlon X2 240,1057,41.1,291,,,,,,,
,,Celeron 1017U,1058,41.1,1642,,,,,,,
,,Core i5 M 480,1059,41.1,16023,,,,,,,
,,Phenom X3 8650,1060,41.0,1447,,,,,,,
,,A8-3530MX APU,1061,40.9,441,,,,,,,
,,Core i5 M 540,1062,40.9,8329,,,,,,,
,,Pentium G6950,1063,40.7,1090,,,,,,,
,,Xeon E5345,1064,40.7,284,,,,,,,
,,A10-7800 APU (2014 D.Ka),1065,40.7,15719,,,,,,,
,,Ryzen 3 3200U,1066,40.7,21522,,,,,,,
,,Pentium E6800,1067,40.7,851,,,,,,,
AD9800AHABBOX,,A12-9800E APU (2016 M.BR),1068,40.7,768,,,,,,,
,,Athlon 64 X2 Dual Core 6000+,1069,40.7,5594,,,,,,,
,,Core2 Duo T9900,1070,40.7,1008,,,,,,,
,,Core2 Duo T9800,1071,40.6,537,,,,,,,
,,Core i7 L 640,1072,40.6,2030,,,,,,,
,,Athlon II X2 245,1073,40.6,6247,,,,,,,
,,Celeron 877,1074,40.5,671,,,,,,,
,,Athlon 7850,1075,40.5,530,,,,,,,
,,A6-3620 APU,1076,40.5,2758,,,,,,,
,,Core i3-7020U,1077,40.5,28454,,,,,,,
,,Phenom 9150e,1078,40.5,947,,,,,,,
,,Core i5-6300U,1079,40.4,59619,,,,,,,
,,Celeron B800,1080,40.4,2662,,,,,,,
,,A8-3510MX APU,1081,40.3,528,,,,,,,
,,Athlon II X2 250 (2013 D.Ri),1082,40.3,19471,,,,,,,
,,Core2 Duo E8400,1083,40.3,68540,,,,,,,
,,Core2 Duo P9700,1084,40.3,485,,,,,,,
,,Core i5 M 460,1085,40.3,18336,,,,,,,
,,A6-5400K APU,1086,40.3,7836,,,,,,,
,,Celeron 3205U,1087,40.3,915,,,,,,,
,,Core2 Duo E8200,1088,40.2,4318,,,,,,,
,,Core i5 M 520,1089,40.1,23644,,,,,,,
,,Athlon II X2 240,1090,40.1,5506,,,,,,,
,,Core i5 M 450,1091,40.0,8084,,,,,,,
,,A4-6300 APU,1092,40.0,10924,,,,,,,
,,Pentium 987,1093,39.9,1524,,,,,,,
,,A4-5300 APU,1094,39.9,7032,,,,,,,
AD9600AGABBOX,,A8-9600 APU (2016 D.BR),1095,39.9,12273,,,,,,,
,,A6-6400K APU,1096,39.8,13306,,,,,,,
FM983PAEY44AB,,FX-9830P APU (2016 M.BR),1097,39.8,4052,,,,,,,
,,Core i3 M 380,1098,39.8,21755,,,,,,,
,,Core i3-2357M,1099,39.8,125,,,,,,,
,,Phenom II N850,1100,39.7,308,,,,,,,
,,Phenom II N930,1101,39.7,536,,,,,,,
,,Pentium E6700,1102,39.6,5273,,,,,,,
,,Core2 Duo E7600,1103,39.6,4159,,,,,,,
,,Core2 X6800,1104,39.6,267,,,,,,,
,,Core2 Duo E6850,1105,39.6,4150,,,,,,,
,,Xeon E5335,1106,39.5,166,,,,,,,
FH8068003067415,,Pentium Silver J5005,1107,39.5,2202,,,,,,,
,,Core2 Duo T9500,1108,39.4,996,,,,,,,
,,Celeron 1007U,1109,39.4,5995,,,,,,,
,,Core i5 M 430,1110,39.4,14318,,,,,,,
,,Phenom X3 8450,1111,39.3,1789,,,,,,,
HE8067702740049,,Pentium Gold 4425Y,1112,39.3,557,,,,,,,
,,Core i3 M 370,1113,39.3,23407,,,,,,,
,,Core2 Duo E7500,1114,39.2,39897,,,,,,,
,,Core i7 L 620,1115,39.2,387,,,,,,,
,,Pentium E6500,1116,39.2,5942,,,,,,,
,,A6-3500 APU,1117,39.1,2804,,,,,,,
,,A4-4000 APU,1118,39.1,6528,,,,,,,
,,Core2 Duo T9400,1119,39.1,3295,,,,,,,
,,FX-7600P APU (2014 M.Ka),1120,39.1,1094,,,,,,,
,,Pentium E6600,1121,39.0,5119,,,,,,,
,,A8-4500M APU,1122,39.0,9726,,,,,,,
,,Core2 6700,1123,39.0,2388,,,,,,,
,,Core2 Duo T9600,1124,38.9,2726,,,,,,,
,,Athlon 7750,1125,38.8,2273,,,,,,,
,,Athlon II X2 220,1126,38.7,5045,,,,,,,
,,Athlon 64 X2 Dual Core 5600+,1127,38.6,3286,,,,,,,
,,A6-7470K APU (2014 D.Ka),1128,38.6,227,,,,,,,
,,Core2 Duo P9600,1129,38.6,524,,,,,,,
,,Core2 Duo T9550,1130,38.6,1427,,,,,,,
,,Core i3-4005U,1131,38.5,37483,,,,,,,
,,Core2 Duo E7300,1132,38.5,7475,,,,,,,
,,Core i3 M 350,1133,38.5,14351,,,,,,,
,,Phenom II N830,1134,38.4,724,,,,,,,
,,Core2 Duo E7400,1135,38.4,14354,,,,,,,
,,Athlon 64 X2 Dual Core 5400+,1136,38.3,956,,,,,,,
,,A6-3410MX APU,1137,38.3,1071,,,,,,,
,,Pentium D 3.73GHz,1138,38.3,44,,,,,,,
HE8067702740018,,Pentium Gold 4415Y,1139,38.2,2625,,,,,,,
,,Celeron 2957U,1140,38.1,2764,,,,,,,
,,Core2 Duo T9300,1141,38.1,3287,,,,,,,
,,Core i3 M 330,1142,38.0,14119,,,,,,,
,,Core M-5Y31,1143,38.0,112,,,,,,,
,,Athlon II X2 215,1144,37.8,4513,,,,,,,
,,Core2 Duo E6750,1145,37.8,9456,,,,,,,
,,Core2 Duo E7200,1146,37.8,6054,,,,,,,
,,Pentium E6300,1147,37.8,2604,,,,,,,
,,A8-3520M APU,1148,37.7,1349,,,,,,,
,,Core2 Duo P9400,1149,37.7,748,,,,,,,
,,Core2 Duo P8800,1150,37.6,946,,,,,,,
,,Core i3-5005U,1151,37.5,50603,,,,,,,
,,Pentium E5800,1152,37.5,8890,,,,,,,
,,A8-3500M APU,1153,37.4,1332,,,,,,,
BX80557E6550,,Core2 Duo E6550,1154,37.4,11349,,,,,,,
,,Opteron 4171 HE,1155,37.4,16,,,,,,,
,,Core2 6600,1156,37.3,8894,,,,,,,
,,Core2 Duo P8700,1157,37.3,7366,,,,,,,
,,Core2 Duo T7700,1158,37.1,1898,,,,,,,
,,Athlon Dual Core 4850e,1159,37.1,607,,,,,,,
,,Athlon 64 X2 Dual Core 5200+,1160,36.8,5400,,,,,,,
,,A10-4655M APU,1161,36.8,2021,,,,,,,
,,Core2 Duo P8400,1162,36.8,6904,,,,,,,
,,Core2 Duo P8600,1163,36.7,8502,,,,,,,
,,Core2 Duo T8300,1164,36.6,2604,,,,,,,
,,Pentium E5500,1165,36.6,7497,,,,,,,
,,Core2 6420,1166,36.5,2091,,,,,,,
,,A10-5745M APU,1167,36.5,6689,,,,,,,
,,Pentium E5700,1168,36.5,20872,,,,,,,
,,A10-7400P APU (2014 M.Ka),1169,36.4,1409,,,,,,,
,,A6-3420M APU,1170,36.3,4510,,,,,,,
,,Pentium P6200,1171,36.2,8041,,,,,,,
,,Athlon II P360,1172,36.2,1500,,,,,,,
,,Pentium E5400,1173,36.2,14795,,,,,,,
,,Phenom II P960,1174,36.2,1167,,,,,,,
,,Core i3-6006U,1175,36.1,47111,,,,,,,
,,Pentium E5200,1176,36.0,13848,,,,,,,
,,Pentium E5300,1177,35.9,18604,,,,,,,
,,A8-5545M APU,1178,35.9,2749,,,,,,,
,,Athlon 64 X2 Dual Core 5000+,1179,35.8,5372,,,,,,,
,,Athlon 64 X2 Dual Core 4600+,1180,35.8,2253,,,,,,,
,,Atom Z3740D,1181,35.8,193,,,,,,,
,,Celeron E3200,1182,35.7,981,,,,,,,
,,Sempron 145,1183,35.7,3678,,,,,,,
FH8068003067403,,Celeron J4105,1184,35.7,1216,,,,,,,
,,Core2 Duo P7550,1185,35.7,895,,,,,,,
,,Celeron E3300,1186,35.6,2428,,,,,,,
FM980PADY44AB,,FX-9800P APU (2016 M.BR),1187,35.6,3040,,,,,,,
,,A4-3400 APU,1188,35.5,2796,,,,,,,
,,Core2 Duo P7450,1189,35.5,2755,,,,,,,
,,A4-3300 APU,1190,35.5,2884,,,,,,,
,,Core2 6400,1191,35.5,5556,,,,,,,
,,Core2 Duo E4700,1192,35.4,1169,,,,,,,
,,Athlon Dual Core 4450e,1193,35.4,511,,,,,,,
,,A10-9620P APU (2016 M.BR),1194,35.3,6180,,,,,,,
,,Turion II Neo N54L,1195,35.3,191,,,,,,,
,,A6-4400M APU,1196,35.2,6363,,,,,,,
,,Pentium J2900,1197,35.2,4259,,,,,,,
AD9500AHABBOX,,A6-9500E APU (2016 D.BR),1198,35.2,255,,,,,,,
,,Pentium P6100,1199,35.2,6283,,,,,,,
,,Celeron E3400,1200,35.2,3809,,,,,,,
,,Sempron 140,1201,35.1,2532,,,,,,,
,,Core2 Duo T7500,1202,35.1,4281,,,,,,,
,,Core2 Duo T8100,1203,35.0,2639,,,,,,,
,,A4-4300M APU,1204,35.0,2270,,,,,,,
,,A12-9720P APU (2016 M.BR),1205,35.0,17422,,,,,,,
,,Athlon II P340,1206,34.9,2473,,,,,,,
,,A6-7400K APU (2014 D.Ka),1207,34.8,8083,,,,,,,
,,Core2 Duo P7350,1208,34.8,2717,,,,,,,
,,Athlon 64 X2 Dual Core 4800+,1209,34.7,1985,,,,,,,
,,Pentium N3530,1210,34.7,5111,,,,,,,
,,A6-3400M APU,1211,34.6,3654,,,,,,,
,,Core2 Duo T6670,1212,34.6,2094,,,,,,,
,,Celeron Dual Core T3300,1213,34.5,619,,,,,,,
,,Core2 Duo T6600,1214,34.5,8673,,,,,,,
,,Athlon 64 X2 Dual Core 4200+,1215,34.5,4133,,,,,,,
,,A8-4555M APU,1216,34.5,2151,,,,,,,
,,Core2 6300,1217,34.5,5234,,,,,,,
,,Pentium N3520,1218,34.4,2090,,,,,,,
,,Core2 Duo T6400,1219,34.4,4995,,,,,,,
,,Core2 Duo T6500,1220,34.4,3335,,,,,,,
,,Core2 Duo T7300,1221,34.4,2712,,,,,,,
,,A4-3330MX APU,1222,34.3,1369,,,,,,,
,,Core2 Duo E4600,1223,34.3,6872,,,,,,,
,,Core2 Duo T5870,1224,34.1,2085,,,,,,,
,,A4-7210 APU (2015 M.Ca),1225,34.0,2180,,,,,,,
,,A9-9430 APU (2016 M.SR),1226,34.0,923,,,,,,,
,,Athlon 64 X2 Dual Core 3800+,1227,34.0,2640,,,,,,,
,,Pentium T4400,1228,34.0,7903,,,,,,,
,,Core2 Duo T7250,1229,34.0,3604,,,,,,,
,,Athlon II P320,1230,34.0,3972,,,,,,,
,,V140,1231,34.0,788,,,,,,,
,,Core2 T7600,1232,34.0,622,,,,,,,
,,Celeron J1900,1233,33.9,6116,,,,,,,
,,Celeron Dual Core T3100,1234,33.9,976,,,,,,,
,,Core2 Duo T5670,1235,33.9,785,,,,,,,
FH8068003067406,,Pentium Silver N5000,1236,33.9,12140,,,,,,,
AM970PADY44AB,,A12-9700P APU (2016 M.BR),1237,33.9,5770,,,,,,,
,,Core2 Duo T6570,1238,33.9,2846,,,,,,,
,,Pentium T4500,1239,33.9,8800,,,,,,,
,,Pentium T4200,1240,33.9,5474,,,,,,,
,,Athlon 64 X2 Dual Core 4400+,1241,33.9,2970,,,,,,,
,,Celeron N2930,1242,33.8,2000,,,,,,,
AD9500AGABBOX,,A6-9500 APU (2016 D.BR),1243,33.8,2296,,,,,,,
,,Athlon 5350 APU R3,1244,33.8,3720,,,,,,,
,,Celeron 847,1245,33.8,3990,,,,,,,
,,Pentium T4300,1246,33.7,6462,,,,,,,
,,Core2 Duo T5800,1247,33.6,3175,,,,,,,
,,Pentium N3540,1248,33.5,17036,,,,,,,
,,V120,1249,33.5,586,,,,,,,
,,Core2 Duo E4500,1250,33.4,8675,,,,,,,
,,Athlon 64 3000+,1251,33.3,300,,,,,,,
,,Athlon II M320,1252,33.3,922,,,,,,,
,,Core2 Duo E4400,1253,33.3,1439,,,,,,,
,,Core2 T7400,1254,33.2,673,,,,,,,
,,Pentium Dual E2200,1255,33.2,8325,,,,,,,
,,Athlon 64 3500+,1256,33.2,480,,,,,,,
AM960PADY44AB,,A10-9600P APU (2016 M.BR),1257,33.1,13243,,,,,,,
,,Core2 4400,1258,33.1,1900,,,,,,,
,,Pentium Dual E2180,1259,33.0,7312,,,,,,,
,,A4-3300M APU,1260,33.0,1991,,,,,,,
,,Pentium J4205,1261,32.9,1095,,,,,,,
,,Pentium Dual T3400,1262,32.9,2721,,,,,,,
,,Turion 64 X2 Mobile Technology TL-60,1263,32.9,1111,,,,,,,
,,FX-7500 APU (2014 M.Ka),1264,32.8,4105,,,,,,,
,,Core2 Duo U9600,1265,32.7,323,,,,,,,
,,Core2 Duo T7100,1266,32.7,1343,,,,,,,
FH8068003067408,,Celeron N4100,1267,32.7,6492,,,,,,,
,,Athlon 64 3800+,1268,32.6,291,,,,,,,
,,A6-7310 APU (2015 M.Ca),1269,32.5,12494,,,,,,,
,,Core2 Duo U9400,1270,32.4,547,,,,,,,
,,Atom Z3775,1271,32.3,931,,,,,,,
,,Athlon 64 X2 Dual Core 3600+,1272,32.3,784,,,,,,,
,,Core2 T7200,1273,32.2,2351,,,,,,,
,,A8-7100 APU (2014 M.Ka),1274,32.1,1069,,,,,,,
,,A6-4455M APU,1275,32.1,1612,,,,,,,
,,Pentium D 3.40GHz,1276,32.1,3806,,,,,,,
,,Athlon 64 4000+,1277,32.1,62,,,,,,,
,,Pentium Dual E2160,1278,32.1,4697,,,,,,,
,,T2400,1279,31.9,746,,,,,,,
,,Pentium Dual T3200,1280,31.9,2188,,,,,,,
,,A8-6410 APU R5 Graphics,1281,31.8,19683,,,,,,,
,,Athlon II M300,1282,31.8,1238,,,,,,,
,,Athlon 64 3200+,1283,31.8,900,,,,,,,
,,T2300,1284,31.5,946,,,,,,,
,,Core2 T5500,1285,31.5,1616,,,,,,,
,,Core2 Duo T5750,1286,31.5,2050,,,,,,,
,,A4-3305M APU,1287,31.5,1486,,,,,,,
,,Core2 T5600,1288,31.4,1304,,,,,,,
,,Core2 Duo T5550,1289,31.2,1461,,,,,,,
,,A8-7410 APU (2015 M.Ca),1290,31.2,28018,,,,,,,
,,Atom Z3770,1291,31.1,170,,,,,,,
,,Core2 Duo T5450,1292,31.1,1321,,,,,,,
,,Pentium D 3.20GHz,1293,30.9,938,,,,,,,
,,Athlon 64 X2 Dual Core 4000+,1294,30.9,2693,,,,,,,
,,Celeron N2920,1295,30.9,1586,,,,,,,
,,Pentium Dual E2140,1296,30.7,2489,,,,,,,
,,T2080,1297,30.7,496,,,,,,,
,,Pentium 4 3.40GHz,1298,30.7,1108,,,,,,,
,,Core i5 U 470,1299,30.7,341,,,,,,,
,,Core2 Duo T5250,1300,30.6,962,,,,,,,
,,A10-7300 APU (2014 M.Ka),1301,30.6,6248,,,,,,,
,,A6-5200 APU,1302,30.4,10450,,,,,,,
,,Celeron 900,1303,30.3,3169,,,,,,,
,,A9-9400 APU (2016 M.SR),1304,30.3,1803,,,,,,,
,,U7300,1305,30.1,1665,,,,,,,
,,Pentium 4 3.20GHz,1306,30.1,3160,,,,,,,
